,LOCATION,Measure,Period,Value
629,USA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2020,20893745.5
630,ARG,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2000,464254.6
631,ARG,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2001,453520.4
632,ARG,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2002,410504.0
633,ARG,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2003,455077.2
634,ARG,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2004,470169.4
635,ARG,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2005,527729.1
636,ARG,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2006,587451.6
637,ARG,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2007,657569.2
638,ARG,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2008,697557.9
639,ARG,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2009,661275.8
640,ARG,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2010,736718.4
641,ARG,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2011,797263.9
642,ARG,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2012,819697.9
643,ARG,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2013,849616.0
644,ARG,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2014,839896.7
645,ARG,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2015,867176.8
646,ARG,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2016,885227.5
647,ARG,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2017,1039330.6
648,ARG,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2018,1051392.2
649,ARG,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2019,1050561.2
650,ARG,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2020,958416.5
651,BRA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2000,1583737.9
652,BRA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2001,1640971.2
653,BRA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2002,1717826.5
654,BRA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2003,1769689.5
655,BRA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2004,1922011.1
656,BRA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2005,2045343.0
657,BRA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2006,2190727.9
658,BRA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2007,2386123.4
659,BRA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2008,2556454.8
660,BRA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2009,2572703.1
661,BRA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2010,2798617.2
662,BRA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2011,2970630.8
663,BRA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2012,2998534.4
664,BRA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2013,3133893.6
665,BRA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2014,3187155.1
666,BRA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2015,3014754.8
667,BRA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2016,2939094.2
668,BRA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2017,3018706.0
669,BRA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2018,3146321.0
670,BRA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2019,3239834.4
671,BRA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2020,3161962.8
672,CHL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2000,146336.5
673,CHL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2001,154575.8
674,CHL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2002,161862.3
675,CHL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2003,171809.6
676,CHL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2004,189140.7
677,CHL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2005,206274.4
678,CHL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2006,257648.3
679,CHL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2007,280051.9
680,CHL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2008,275716.4
681,CHL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2009,272874.1
682,CHL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2010,309886.4
683,CHL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2011,350575.2
684,CHL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2012,374241.6
685,CHL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2013,394291.9
686,CHL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2014,404667.3
687,CHL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2015,407878.2
688,CHL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2016,426776.8
689,CHL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2017,451984.5
690,CHL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2018,481604.4
691,CHL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2019,481296.4
692,CHL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2020,480011.1
693,EST,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2000,13161.4
694,EST,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2001,14317.4
695,EST,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2002,16087.7
696,EST,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2003,18001.1
697,EST,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2004,19806.5
698,EST,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2005,22536.6
699,EST,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2006,26054.5
700,EST,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2007,29756.7
701,EST,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2008,30488.8
702,EST,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2009,27328.0
703,EST,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2010,28785.8
704,EST,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2011,32598.2
705,EST,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2012,34384.9
706,EST,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2013,36198.2
707,EST,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2014,38050.1
708,EST,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2015,38378.2
709,EST,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2016,41201.0
710,EST,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2017,44556.5
711,EST,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2018,47920.8
712,EST,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2019,50223.2
713,EST,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2020,50048.5
714,IND,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2000,2171162.9
715,IND,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2001,2311425.6
716,IND,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2002,2440467.9
717,IND,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2003,2655033.8
718,IND,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2004,2929560.0
719,IND,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2005,3261837.4
720,IND,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2006,3590350.9
721,IND,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2007,4014105.7
722,IND,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2008,4337496.3
723,IND,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2009,4482225.4
724,IND,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2010,4996002.9
725,IND,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2011,5508304.9
726,IND,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2012,5963209.9
727,IND,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2013,6284120.8
728,IND,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2014,6642990.2
729,IND,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2015,6961645.6
730,IND,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2016,7520436.7
731,IND,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2017,8053222.3
732,IND,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2018,8931903.0
733,IND,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2019,9272946.8
734,IND,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2020,8724204.9
735,IDN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2000,1097928.5
736,IDN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2001,1162890.8
737,IDN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2002,1234436.6
738,IDN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2003,1317467.8
739,IDN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2004,1421001.3
740,IDN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2005,1548675.9
741,IDN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2006,1683312.0
742,IDN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2007,1838206.1
743,IDN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2008,1986656.2
744,IDN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2009,2052493.7
745,IDN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2010,2056981.0
746,IDN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2011,2229511.7
747,IDN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2012,2413435.2
748,IDN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2013,2535041.4
749,IDN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2014,2622251.6
750,IDN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2015,2647706.5
751,IDN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2016,2744896.6
752,IDN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2017,2894125.5
753,IDN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2018,3116958.9
754,IDN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2019,3331833.2
755,IDN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2020,3303204.1
756,ISR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2000,156918.1
757,ISR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2001,160618.3
758,ISR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2002,165761.0
759,ISR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2003,159517.8
760,ISR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2004,171851.3
761,ISR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2005,172238.9
762,ISR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2006,181286.7
763,ISR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2007,197547.2
764,ISR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2008,201065.3
765,ISR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2009,205568.4
766,ISR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2010,219865.0
767,ISR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2011,237915.7
768,ISR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2012,251920.7
769,ISR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2013,276637.3
770,ISR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2014,282342.3
771,ISR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2015,297241.7
772,ISR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2016,323408.1
773,ISR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2017,340875.8
774,ISR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2018,354478.2
775,ISR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2019,362196.5
776,ISR,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2020,363897.8
777,RUS,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2000,1071876.2
778,RUS,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2001,1151154.2
779,RUS,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2002,1251118.4
780,RUS,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2003,1437840.9
781,RUS,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2004,1582507.0
782,RUS,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2005,1822444.8
783,RUS,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2006,2291243.9
784,RUS,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2007,2553606.5
785,RUS,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2008,3091455.6
786,RUS,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2009,2973733.1
787,RUS,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2010,3143873.9
788,RUS,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2011,3259319.2
789,RUS,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2012,3480301.7
790,RUS,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2013,3741783.4
791,RUS,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2014,3763536.9
792,RUS,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2015,3526234.3
793,RUS,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2016,3538975.3
794,RUS,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2017,3807099.4
795,RUS,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2018,4231840.4
796,RUS,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2019,4398115.3
797,RUS,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2020,4367291.7
798,SAU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2005,1123197.8
799,SAU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2006,1189455.3
800,SAU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2007,1243968.2
801,SAU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2008,1347422.7
802,SAU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2009,1329736.0
803,SAU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2010,1413023.4
804,SAU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2011,1586749.0
805,SAU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2012,1672470.7
806,SAU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2013,1680158.0
807,SAU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2014,1722861.6
808,SAU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2015,1541831.9
809,SAU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2016,1475671.8
810,SAU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2017,1565891.6
811,SAU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2018,1705288.1
812,SAU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2019,1699908.9
813,SAU,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2020,1635539.2
814,SVN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2000,35803.1
815,SVN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2001,37745.9
816,SVN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2002,40372.3
817,SVN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2003,42134.7
818,SVN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2004,45453.9
819,SVN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2005,47716.6
820,SVN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2006,51617.5
821,SVN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2007,55639.9
822,SVN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2008,59839.6
823,SVN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2009,56167.9
824,SVN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2010,57005.7
825,SVN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2011,59391.6
826,SVN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2012,59745.7
827,SVN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2013,61744.4
828,SVN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2014,63653.4
829,SVN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2015,65265.9
830,SVN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2016,70079.4
831,SVN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2017,75438.7
832,SVN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2018,80802.2
833,SVN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2019,84936.5
834,SVN,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2020,83519.1
835,ZAF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2000,386079.7
836,ZAF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2001,405798.0
837,ZAF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2002,428737.7
838,ZAF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2003,452137.4
839,ZAF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2004,483247.6
840,ZAF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2005,525331.9
841,ZAF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2006,570533.7
842,ZAF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2007,613841.6
843,ZAF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2008,639928.7
844,ZAF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2009,641731.4
845,ZAF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2010,667543.2
846,ZAF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2011,696526.2
847,ZAF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2012,698221.0
848,ZAF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2013,730517.6
849,ZAF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2014,741915.6
850,ZAF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2015,758901.0
851,ZAF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2016,772768.7
852,ZAF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2017,790170.6
853,ZAF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2018,821494.9
854,ZAF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2019,840953.7
855,ZAF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2020,796296.9
856,OTF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2000,28162083.9
857,OTF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2001,29226987.7
858,OTF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2002,30336998.1
859,OTF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2003,31449055.8
860,OTF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2004,33330719.3
861,OTF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2005,35144043.5
862,OTF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2006,37689948.7
863,OTF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2007,39744241.5
864,OTF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2008,41043830.1
865,OTF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2009,40102266.2
866,OTF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2010,41882142.3
867,OTF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2011,43747874.9
868,OTF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2012,45164576.1
869,OTF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2013,47036250.1
870,OTF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2014,48695479.0
871,OTF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2015,50388501.6
872,OTF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2016,52399753.1
873,OTF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2017,54677805.8
874,OTF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2018,57058011.9
875,OTF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2019,58510065.2
876,OTF,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2020,57265534.8
898,LVA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2000,19034.0
899,LVA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2001,21138.7
900,LVA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2002,23289.3
901,LVA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2003,25307.0
902,LVA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2004,27787.9
903,LVA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2005,31150.2
904,LVA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2006,35181.6
905,LVA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2007,40126.4
906,LVA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2008,42617.1
907,LVA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2009,36459.3
908,LVA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2010,37141.2
909,LVA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2011,39646.1
910,LVA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2012,43311.6
911,LVA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2013,45564.4
912,LVA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2014,47483.5
913,LVA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2015,49384.3
914,LVA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2016,52362.2
915,LVA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2017,55691.1
916,LVA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2018,59505.5
917,LVA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2019,61018.9
918,LVA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2020,59672.4
940,G-7,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2000,21539048.7
941,G-7,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2001,22336573.0
942,G-7,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2002,23082990.1
943,G-7,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2003,23940094.1
944,G-7,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2004,25275536.9
945,G-7,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2005,26594533.7
946,G-7,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2006,28244448.2
947,G-7,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2007,29611539.8
948,G-7,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2008,30360884.1
949,G-7,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2009,29577689.7
950,G-7,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2010,30837940.4
951,G-7,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2011,32059172.0
952,G-7,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2012,33108654.0
953,G-7,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2013,34422525.2
954,G-7,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2014,35562148.1
955,G-7,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2015,36643613.1
956,G-7,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2016,37910640.2
957,G-7,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2017,39457872.0
958,G-7,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2018,41187764.8
959,G-7,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2019,42433388.5
960,G-7,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2020,41328534.9
1024,COL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2000,279068.7
1025,COL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2001,287922.8
1026,COL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2002,297604.1
1027,COL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2003,307775.5
1028,COL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2004,331223.8
1029,COL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2005,351494.9
1030,COL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2006,386455.9
1031,COL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2007,423576.9
1032,COL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2008,445994.5
1033,COL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2009,454516.0
1034,COL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2010,480479.2
1035,COL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2011,524596.5
1036,COL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2012,548251.4
1037,COL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2013,585888.3
1038,COL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2014,618792.7
1039,COL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2015,624119.5
1040,COL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2016,665398.4
1041,COL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2017,693117.1
1042,COL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2018,747103.7
1043,COL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2019,788974.8
1044,COL,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2020,756550.6
1066,CRI,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2000,32084.6
1067,CRI,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2001,33921.2
1068,CRI,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",2002,35611.1
